id,content,keywords
370809,whats wrong with him donating to eth devs,"['ether (also known as ethereum)', 'eth']"
370816,than actually bet on the horse sell all the eth and support his damn chain and ethw,"['ether (also known as ethereum)', 'eth']"
370819,hes supporting it on poloniex to get fees if its the only place to swap it its free money for him you should read the cryptopians the same thing happened when etc was created post dao,"['ethereum classic', 'etc']"
370824,and justin has a lot of eth to dump,"['ether (also known as ethereum)', 'eth']"
370829,trc20 volume for usdt is super highfastest and cheapest way to move around usdt in volumeafaik its their number 1 use case,"['tether', 'usdt', 'tether', 'usdt', 'trc20', 'volume', 'usdt', 'super', 'highfastest', 'cheapest', 'way', 'usdt', 'volumeafaik', 'number', '1', 'use', 'case']"
370830,alot of chinese funds use it i was offered tusd before usdt,"['tether', 'usdt']"
370839,tron is just the biggest irl interface to exchange usdt to usd,"['tether', 'usdt']"
370846,tbh every time i go on ct wanna puke a bit cause entire attention is with secondhand memes and ct favorites doing shitcoin trading terrible narrative reading,"['crypto twitter', 'ct', 'crypto twitter', 'ct', 'tbh', 'time', 'ct', 'wanna', 'puke', 'bit', 'cause', 'entire', 'attention', 'secondhand', 'memes', 'ct', 'favorites', 'shitcoin', 'trading', 'terrible', 'narrative', 'reading']"
370858,and another ideaborrow eth ahead of the merge against usdc if poweth has value then you get to keep your usdc on pos chain and repay the loan on the pow chain you walk away with the poweth and abandon the worthless usdc,"['ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'ideaborrow', 'eth', 'ahead', 'merge', 'usdc', 'poweth', 'value', 'usdc', 'pos', 'chain', 'repay', 'loan', 'pow', 'chain', 'walk', 'away', 'poweth', 'abandon', 'worthless', 'usdc']"
370861,this would likely work very wellafter the merge most people would dump their useless usdc and anything else for ethsimilar to the madusdc dump the other day,"['usd coin (stablecoin)', 'usdc']"
370917,anyone here with experience of integrating the 0x orderbook api in their dapp,"['application programming interface', 'api']"
370918,i might be stupid but isnt it simpler to just use usdc to buy eth and receive the eth on pos chain post merge,"['usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'stupid', 'nt', 'simpler', 'use', 'usdc', 'buy', 'eth', 'receive', 'eth', 'pos', 'chain', 'post', 'merge']"
370977,any chance that 51 of the minersnode operator refuses to update to the latest eth main net client,"['ether (also known as ethereum)', 'eth']"
371000,best alfa recently has been aave incentives and usdd leveraged farming is 30 on bothaave v3 on avax long dai short usdc 33x leverage on about 1 base returnusdd about 94 yield currently with 56x leverage,"['usd coin (stablecoin)', 'usdc']"
371025,you can either arb leverage that means loan and borrow recursively the same asset type like if dai has 5 deposit apy and usdc has 3 borrow apy you can just deposit dai borrow usdc swap that usdc to dai deposit dai and again at every step your size becomes smaller but overall aggregate position is larger basically you are arbitraging endogenous supply rates within a protocol that was done a lot recently with stetheth on aave for example just arbing ratesor you can enter a leveraged position by putting in eth borrowing dai buying more eth again with dai putting dai back in that is to enter a leveraged long its usually inferior to perp offerings these days anyway but indexcoop used it for their token leveraged positions for a long time yet so far just dpi defi index kicked offor you can just use gearbox eyes and be able to do that more getting your yields exogenously aka use a few protocols with leverage at a time,"['usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'decentralized finance', 'defi', 'arb', 'leverage', 'means', 'loan', 'borrow', 'recursively', 'asset', 'type', 'like', 'dai', '5', 'deposit', 'apy', 'usdc', '3', 'borrow', 'apy', 'deposit', 'dai', 'borrow', 'usdc', 'swap', 'usdc', 'dai', 'deposit', 'dai', 'step', 'size', 'smaller', 'overall', 'aggregate', 'position', 'larger', 'basically', 'arbitraging', 'endogenous', 'supply', 'rates', 'protocol', 'lot', 'recently', 'stetheth', 'aave', 'example', 'arbing', 'ratesor', 'enter', 'leveraged', 'position', 'putting', 'eth', 'borrowing', 'dai', 'buying', 'eth', 'dai', 'putting', 'dai', 'enter', 'leveraged', 'long', 'usually', 'inferior', 'perp', 'offerings', 'days', 'indexcoop', 'token', 'leveraged', 'positions', 'long', 'time', 'far', 'dpi', 'defi', 'index', 'kicked', 'offor', 'use', 'gearbox', 'eyes', 'able', 'getting', 'yields', 'exogenously', 'aka', 'use', 'protocols', 'leverage', 'time']"
371030,the issue with that trade concept is its likely not alpha the easiest way to do is go put a stable or btc into compoundaaveetc borrow eth and just keep it and wait for ethalik to fork the issue is likely a second after fork people will sell their eth quite likely so that your position would go down and you would be underwater with the asset on hands even if you sell the extra eth on the fork cause on the main chain you still need to return your stable,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'issue', 'trade', 'concept', 'likely', 'alpha', 'easiest', 'way', 'stable', 'btc', 'compoundaaveetc', 'borrow', 'eth', 'wait', 'ethalik', 'fork', 'issue', 'likely', 'second', 'fork', 'people', 'sell', 'eth', 'likely', 'position', 'underwater', 'asset', 'hands', 'sell', 'extra', 'eth', 'fork', 'cause', 'main', 'chain', 'need', 'return', 'stable']"
371031,likely try to go with an asset that is very tightly correlated to eth so if eth drops your collateral drops with it,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'likely', 'try', 'asset', 'tightly', 'correlated', 'eth', 'eth', 'drops', 'collateral', 'drops']"
371034,if you dont sell your eth youre not short,"['ether (also known as ethereum)', 'eth']"
371036,what would happen is that your collat is insta worth 0 on the fork chain so you get liquidated but you get to keep the forked eth anyway,"['ether (also known as ethereum)', 'eth']"
371045,if you simply buy eth now wouldnt it be much simpler as you would still get your eth on the fork so in essence you would have both ethpow and ethpos i am retarded btw,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'simply', 'buy', 'eth', 'nt', 'simpler', 'eth', 'fork', 'essence', 'ethpow', 'ethpos', 'retarded', 'btw']"
371049,yeah youd do the borrow eth trick only if you want zero price exposure in the meantime,"['ether (also known as ethereum)', 'eth']"
371051,but you multiply your money if you supply usdc and borrow ethsince on eth pos you keep it all 1x usdc and 08 ethon ethpow you get 08 ethpow 0802 or less ethso yeah not that big of an upside but still,"['usd coin (stablecoin)', 'usdc', 'ether (also known as ethereum)', 'eth', 'usd coin (stablecoin)', 'usdc', 'multiply', 'money', 'supply', 'usdc', 'borrow', 'ethsince', 'eth', 'pos', '1x', 'usdc', '08', 'ethon', 'ethpow', '08', 'ethpow', '0802', 'ethso', 'yeah', 'big', 'upside']"
371055,you could yeah but unlikely to happen and you can always return the eth if youre getting close to liquidation,"['ether (also known as ethereum)', 'eth']"
371059,if eth pumps hard meanwhile you dont lose money because you still have the eth but the protocol doesnt know that,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'eth', 'pumps', 'hard', 'nt', 'lose', 'money', 'eth', 'protocol', 'nt', 'know']"
371060,basically you have eth but you dont care about what its price is doing you need to give back x eth and you have that x eth in your wallet at all times,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'basically', 'eth', 'nt', 'care', 'price', 'need', 'x', 'eth', 'x', 'eth', 'wallet', 'times']"
371065,the guy asked what happens if you get liquidated when you borrow eth and dont sell it you can because the protocol sees eth going up in price and eating your collateral but in reality since you still have the eth you can always return it and not lose money,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'guy', 'asked', 'happens', 'liquidated', 'borrow', 'eth', 'nt', 'sell', 'protocol', 'sees', 'eth', 'going', 'price', 'eating', 'collateral', 'reality', 'eth', 'return', 'lose', 'money']"
